yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000145_eps_1_255.vnnlib,12.277358609,unsat,11.902735651
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000312_eps_1_255.vnnlib,12.297627310,unsat,12.158641350
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000209_eps_1_255.vnnlib,35.013089760,timeout,313.241619032
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000305_eps_1_255.vnnlib,16.569682008,unsat,16.428322637
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000063_eps_1_255.vnnlib,12.761021421,unsat,11.921744994
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000083_eps_1_255.vnnlib,16.583326646,unsat,16.480287201
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000136_eps_1_255.vnnlib,12.287329116,unsat,12.320539971
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000170_eps_1_255.vnnlib,12.348492967,unsat,11.994709467
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000171_eps_1_255.vnnlib,12.438371486,unsat,12.193659941
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000142_eps_1_255.vnnlib,12.432154304,unsat,12.095492115
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000322_eps_1_255.vnnlib,12.301591665,unsat,11.936890041
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000426_eps_1_255.vnnlib,30.232032426,timeout,315.265579488
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000386_eps_1_255.vnnlib,12.408970238,unsat,12.233409408
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000059_eps_1_255.vnnlib,12.341998529,unsat,12.085524885
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000408_eps_1_255.vnnlib,12.420316089,unsat,12.253540922
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000068_eps_1_255.vnnlib,12.411120956,unsat,12.041813366
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000062_eps_1_255.vnnlib,35.494076228,timeout,317.789241048
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000280_eps_1_255.vnnlib,12.389677159,unsat,12.194235595
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000243_eps_1_255.vnnlib,12.355424709,unsat,12.074410563
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000397_eps_1_255.vnnlib,12.333063391,unsat,12.257200949
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000102_eps_1_255.vnnlib,12.312918437,unsat,12.595965627
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000176_eps_1_255.vnnlib,12.418775457,unsat,12.135367647
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000115_eps_1_255.vnnlib,12.417157916,unsat,12.083155016
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000239_eps_1_255.vnnlib,12.401270996,unsat,12.268459825
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000286_eps_1_255.vnnlib,12.336442024,unsat,12.101576191
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000461_eps_1_255.vnnlib,12.520875996,unsat,12.104171216
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000344_eps_1_255.vnnlib,12.554474759,unsat,12.167131320
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000175_eps_1_255.vnnlib,12.378325206,unsat,12.358402860
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000084_eps_1_255.vnnlib,12.064529562,unsat,11.995958087
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000103_eps_1_255.vnnlib,12.335968009,unsat,12.003788708
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000071_eps_1_255.vnnlib,12.264557035,unsat,11.944210586
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000244_eps_1_255.vnnlib,12.201578341,unsat,11.952882560
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000214_eps_1_255.vnnlib,12.302764331,unsat,12.040298181
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000082_eps_1_255.vnnlib,12.329289048,unsat,12.015512399
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000028_eps_1_255.vnnlib,12.274575043,unsat,12.039961961
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000026_eps_1_255.vnnlib,12.226615381,unsat,12.001126543
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000262_eps_1_255.vnnlib,12.470520936,unsat,11.989432467
yolo,./benchmarks/yolo/onnx/TinyYOLO.onnx,./benchmarks/yolo/vnnlib/TinyYOLO_prop_000150_eps_1_255.vnnlib,12.388337763,unsat,12.081521982
